n,times
8306,9428
8307,9487
8308,9499
8309,9332
8310,9419
8311,9286
8312,9393
8313,9336
8314,9377
8315,9367
8316,9382
8317,9274
8318,9364
8319,9318
8320,9319
8321,9275
8322,9264
8323,9347
8324,9292
8325,9473
8326,9414
8327,9374
8328,9316
8329,9448
8330,9301
8331,13236
8332,9279
8333,9306
8334,9325
8335,9236
8336,9273
8337,9312
8338,9392
8339,9381
8340,9256
8341,9379
8342,9360
8343,9393
8344,9705
8345,9331
8346,9416
8347,9445
8348,9329
8349,9530
8350,9445
8351,9376
8352,9292
8353,9491
8354,9321
8355,9352
8356,9382
8357,9343
8358,9305
8359,9345
8360,9394
8361,9305
8362,9404
8363,9262
8364,9404
8365,9420
8366,9337
8367,9444
8368,9389
8369,9438
8370,9350
8371,9384
8372,9408
8373,9344
8374,9419
8375,9361
8376,9400
8377,9494
8378,9691
8379,9465
8380,9501
8381,9467
8382,9472
8383,9437
8384,9406
8385,9366
8386,9324
8387,9382
8388,9461
8389,9368
8390,9353
8391,9560
8392,9385
8393,9350
8394,9420
8395,9325
8396,9383
8397,9498
8398,9287
8399,9343
8400,9471
8401,9411
8402,13159
8403,13866
8404,9434
8405,9490
8406,9426
8407,9447
8408,9460
8409,9591
8410,9528
8411,9495
8412,9374
8413,9392
8414,9492
8415,9435
8416,9537
8417,9437
8418,9460
8419,9450
8420,9436
8421,9444
8422,9465
8423,9554
8424,9516
8425,9464
8426,9426
8427,9432
8428,9426
8429,9471
8430,9535
8431,9650
8432,9361
8433,10039
8434,9660
8435,13823
8436,10002
8437,9499
8438,9654
8439,13174
8440,13404
8441,9563
8442,9619
8443,9493
8444,9480
8445,9497
8446,9512
8447,9642
8448,9497
8449,12864
8450,9598
8451,9590
8452,9592
8453,9533
8454,9469
8455,9497
8456,9432
8457,9568
8458,9568
8459,9570
8460,9574
8461,9621
8462,9423
8463,9509
8464,9615
8465,9552
8466,9746
8467,9493
8468,9627
8469,9531
8470,9551
8471,9577
8472,9435
8473,9528
8474,9578
8475,9520
8476,9474
8477,9644
8478,9619
8479,13806
8480,9583
8481,9572
8482,9635
8483,9556
8484,9673
8485,9658
8486,9547
8487,9462
8488,9620
8489,9452
8490,14380
8491,9625
8492,9501
8493,9722
8494,9740
8495,9644
8496,9491
8497,9610
8498,9494
8499,9475
8500,9478
8501,9586
8502,9419
8503,9516
8504,9533
8505,9484
8506,9496
8507,9511
8508,9442
8509,9660
8510,9581
8511,9692
8512,10036
8513,9938
8514,9791
8515,10178
8516,9634
8517,13846
8518,13424
8519,9700
8520,9668
8521,9720
8522,9782
8523,9556
8524,9580
8525,9620
8526,9517
8527,9605
8528,9639
8529,9627
8530,9663
8531,9640
8532,9525
8533,9531
8534,9777
8535,9636
8536,9638
8537,9509
8538,14335
8539,9676
8540,9632
8541,9609
8542,9676
8543,9651
8544,9589
8545,9663
8546,9608
8547,9671
8548,9663
8549,9502
8550,10157
8551,9563
8552,9805
8553,9573
8554,9626
8555,9747
8556,9643
8557,9650
8558,9859
8559,9639
8560,9603
8561,9994
8562,9752
8563,9730
8564,9822
8565,9717
8566,9931
8567,9780
8568,9617
8569,9755
8570,9786
8571,9737
8572,9752
8573,9872
8574,9619
8575,9785
8576,9816
8577,9790
8578,9796
8579,9902
8580,9653
8581,9746
8582,9728
8583,9732
8584,9790
8585,9812
8586,9833
8587,9821
8588,9813
8589,9713
8590,9731
8591,9686
8592,9664
8593,14649
8594,9643
8595,9566
8596,9662
8597,9590
8598,12674
8599,14141
8600,9648
8601,9765
8602,9904
8603,14083
8604,9933
8605,9670
8606,9610
8607,9681
8608,9607
8609,9694
8610,9634
8611,9692
8612,9723
8613,9595
8614,9625
8615,9672
8616,9697
8617,9729
8618,9798
8619,9751
8620,9834
8621,9885
8622,9844
8623,9770
8624,10015
8625,9769
8626,9823
8627,9891
8628,9664
8629,9636
8630,9905
8631,9699
8632,9661
8633,9631
8634,9623
8635,9646
8636,9641
8637,9701
8638,9844
8639,9631
8640,9857
8641,9705
8642,9754
8643,9734
8644,9993
8645,9740
8646,9724
8647,9888
8648,9757
8649,9739
8650,9859
8651,9741
8652,9801
8653,9624
8654,9927
8655,9710
8656,9930
8657,9685
8658,9927
8659,9875
8660,9847
8661,9683
8662,9889
8663,9701
8664,9778
8665,9742
8666,9717
8667,9759
8668,9740
8669,9744
8670,9873
8671,9861
8672,9758
8673,9658
8674,9728
8675,9719
8676,10186
8677,9767
8678,9693
8679,9808
8680,9740
8681,14541
8682,9805
8683,9809
8684,9729
8685,9886
8686,9756
8687,10186
8688,9876
8689,9666
8690,9799
8691,9888
8692,9708
8693,9713
8694,9825
8695,9815
8696,9690
8697,9706
8698,9813
8699,9724
8700,9858
8701,9656
8702,9862
8703,9876
8704,9623
8705,9780
8706,9914
8707,9752
8708,9754
8709,9841
8710,9732
8711,9698
8712,9812
8713,9721
8714,9821
8715,9869
8716,10010
8717,9718
8718,9745
8719,9830
8720,9875
8721,9809
8722,9733
8723,9916
8724,10044
8725,9923
8726,9873
8727,9978
8728,9966
8729,9891
8730,9919
8731,9790
8732,9874
8733,9933
8734,9731
8735,13899
8736,13852
8737,9768
8738,9777
8739,9707
8740,9717
8741,9707
8742,9755
8743,9901
8744,9740
8745,9825
8746,9778
8747,9803
8748,10215
8749,9734
8750,9748
8751,9800
8752,9950
8753,13410
8754,10083
8755,9896
8756,9996
8757,9810
8758,9988
8759,9928
8760,9749
8761,9836
8762,9896
8763,9829
8764,9848
8765,9995
8766,9809
8767,9831
8768,9846
8769,9831
8770,9873
8771,10000
8772,9833
8773,9739
8774,9876
8775,9831
8776,9986
8777,9833
8778,9923
8779,9832
8780,9967
8781,9799
8782,9994
8783,9901
8784,10154
8785,9902
8786,9884
8787,9991
8788,9783
8789,9997
8790,9907
8791,9885
8792,9855
8793,9904
8794,9868
8795,10043
8796,9933
8797,9868
8798,9951
8799,10006
8800,9991
8801,9887
8802,9777
8803,18864
8804,9937
8805,9823
8806,9842
8807,9766
8808,9944
8809,9886
8810,9860
8811,9885
8812,9773
8813,9930
8814,9835
8815,9736
8816,9773
8817,9822
8818,10134
8819,9896
8820,9915
8821,9916
8822,9911
8823,9963
8824,9859
8825,9991
8826,9886
8827,9884
8828,9849
8829,10244
8830,9874
8831,9810
8832,9833
8833,9874
8834,10025
8835,9933
8836,9853
8837,10241
8838,10021
8839,9860
8840,9851
8841,9837
8842,9832
8843,9897
8844,9854
8845,9820
8846,9888
8847,9893
8848,9890
8849,9849
8850,10233
8851,10005
8852,10022
8853,10027
8854,9872
8855,9839
8856,10014
8857,9964
8858,9874
8859,9861
8860,9885
8861,12921
8862,9960
8863,9963
8864,9963
8865,10002
8866,9971
8867,10406
8868,10028
8869,9935
8870,9888
8871,9924
8872,9895
8873,9929
8874,9878
8875,9907
8876,9863
8877,9912
8878,9920
8879,9894
8880,10056
8881,9939
8882,9893
8883,9969
8884,9963
8885,9890
8886,9967
8887,9954
8888,9975
8889,10008
8890,9964
8891,10079
8892,10135
8893,10101
8894,10040
8895,10123
8896,10014
8897,10047
8898,10595
8899,10220
8900,10031
8901,10113
8902,10154
8903,9963
8904,13379
8905,10010
8906,10104
8907,10039
8908,9942
8909,10043
8910,10040
8911,9883
8912,10082
8913,9995
8914,10037
8915,9928
8916,10472
8917,10012
8918,9940
8919,9936
8920,10059
8921,10062
8922,10020
8923,9952
8924,10041
8925,9983
8926,10019
8927,10032
8928,9908
8929,10066
8930,9998
8931,10065
8932,10054
8933,10087
8934,10151
8935,10155
8936,10161
8937,10133
8938,10088
8939,10053
8940,9992
8941,10069
8942,9891
8943,13738
8944,10040
8945,14275
8946,10277
8947,10325
8948,10104
8949,10038
8950,10035
8951,10230
8952,10086
8953,10040
8954,10257
8955,9990
8956,10020
8957,10062
8958,10103
8959,10097
8960,10074
8961,10138
8962,10085
8963,10068
8964,10115
8965,10132
8966,10096
8967,10045
8968,10209
8969,10160
8970,10125
8971,10130
8972,10293
8973,10086
8974,10241
8975,10022
8976,10312
8977,10066
8978,10130
8979,10143
8980,10191
8981,10211
8982,10251
8983,10321
8984,10078
8985,10208
8986,10186
8987,10025
8988,10166
8989,10197
8990,10091
8991,10131
8992,10205
8993,10250
8994,10217
8995,10280
8996,10284
8997,10249
8998,10073
8999,10161
9000,10231
9001,10290
9002,10312
9003,10085
9004,10120
9005,10093
9006,10073
9007,10254
9008,10085
9009,10103
9010,10121
9011,10065
9012,10149
9013,10189
9014,10075
9015,10073
9016,10094
9017,10163
9018,10127
9019,10191
9020,10123
9021,10126
9022,10116
9023,10169
9024,10190
9025,10100
9026,10114
9027,10184
9028,10339
9029,10252
9030,10191
9031,10314
9032,10385
9033,10254
9034,12172
9035,10080
9036,10301
9037,10277
9038,10283
9039,10206
9040,10244
9041,10270
9042,10342
9043,10295
9044,10437
9045,10172
9046,10394
9047,10487
9048,10131
9049,10431
9050,10165
9051,10297
9052,10301
9053,10281
9054,10310
9055,10206
9056,10308
9057,10304
9058,10188
9059,10433
9060,10325
9061,10417
9062,10295
9063,10340
9064,14827
9065,10241
9066,10510
9067,14281
9068,10380
9069,10473
9070,10506
9071,10254
9072,10363
9073,10568
9074,10240
9075,10135
9076,10112
9077,10186
9078,10235
9079,10274
9080,10147
9081,10229
9082,10337
9083,10149
9084,10103
9085,10260
9086,10252
9087,10235
9088,10205
9089,10397
9090,10206
9091,10314
9092,11364
9093,10267
9094,10185
9095,10327
9096,10218
9097,10263
9098,10297
9099,14669
9100,10220
9101,10315
9102,10282
9103,10218
9104,10315
9105,10318
9106,10135
9107,10183
9108,10229
9109,10561
9110,10058
9111,10299
9112,10193
9113,10142
9114,10279
9115,10299
9116,10207
9117,10314
9118,10153
9119,10209
9120,13353
9121,10170
9122,10386
9123,10329
9124,10402
9125,10306
9126,10351
9127,10308
9128,10453
9129,10570
9130,10145
9131,10496
9132,10269
9133,10268
9134,10290
9135,10227
9136,10216
9137,10126
9138,10194
9139,10169
9140,10155
9141,10180
9142,10096
9143,10128
9144,10215
9145,10166
9146,10208
9147,10154
9148,10187
9149,10341
9150,10298
9151,10319
9152,10291
9153,10238
9154,10212
9155,10375
9156,10247
9157,10243
9158,10297
9159,10181
9160,10296
9161,10303
9162,10382
9163,10272
9164,10220
9165,10388
9166,10471
9167,10334
9168,10257
9169,10315
9170,10300
9171,10322
9172,18471
9173,10333
9174,10228
9175,10359
9176,10260
9177,10201
9178,10398
9179,10295
9180,10510
9181,10327
9182,10352
9183,10352
9184,10398
9185,10441
9186,10324
9187,10561
9188,10439
9189,10249
9190,10580
9191,10520
9192,10244
9193,10179
9194,10282
9195,10336
9196,10404
9197,10392
9198,10265
9199,10290
9200,10352
9201,10417
9202,10509
9203,10261
9204,10418
9205,10269
9206,10357
9207,10249
9208,10400
9209,10245
9210,10314
9211,10339
9212,13678
9213,10298
9214,10325
9215,10369
9216,10269
9217,10284
9218,10305
9219,10435
9220,10363
9221,10308
9222,10435
9223,10337
9224,10245
9225,10470
9226,10447
9227,10391
9228,10473
9229,10367
9230,10509
9231,10431
9232,10396
9233,14932
9234,10467
9235,10470
9236,10293
9237,10428
9238,10327
9239,10514
9240,10427
9241,10410
9242,10482
9243,10516
9244,10466
9245,10417
9246,10471
9247,10606
9248,10392
9249,10605
9250,10528
9251,11048
9252,10562
9253,10469
9254,10542
9255,10407
9256,10336
9257,10537
9258,10418
9259,10471
9260,10529
9261,10372
9262,10399
9263,10372
9264,10315
9265,10326
9266,10293
9267,10363
9268,10343
9269,10514
9270,10378
9271,10413
9272,10292
9273,10546
9274,10356
9275,10376
9276,10637
9277,10323
9278,10360
9279,10441
9280,10306
9281,10394
9282,10333
9283,10466
9284,10370
9285,10486
9286,10436
9287,10329
9288,10353
9289,15168
9290,10305
9291,10456
9292,10533
9293,10450
9294,10579
9295,10520
9296,10561
9297,10404
9298,10400
9299,10575
9300,10505
9301,10855
9302,10597
9303,10466
9304,10665
9305,10708
9306,10747
9307,10443
9308,10463
9309,10510
9310,10466
9311,10313
9312,10435
9313,10599
9314,10577
9315,10500
9316,10458
9317,10450
9318,10485
9319,10589
9320,10585
9321,10547
9322,10499
9323,10347
9324,10536
9325,10410
9326,10572
9327,10462
9328,10569
9329,10612
9330,10476
9331,10728
9332,10478
9333,10494
9334,10450
9335,10406
9336,13795
9337,10470
9338,10374
9339,10571
9340,10477
9341,10580
9342,10534
9343,10493
9344,10599
9345,10478
9346,10496
9347,10683
9348,10483
9349,10628
9350,10599
9351,10565
9352,10526
9353,10899
9354,10578
9355,10634
9356,10585
9357,10556
9358,10657
9359,10746
9360,10674
9361,10675
9362,10562
9363,10552
9364,10389
9365,10490
9366,10551
9367,10535
9368,10534
9369,10456
9370,10655
9371,10538
9372,10535
9373,10662
9374,10613
9375,10946
9376,10562
9377,10725
9378,10611
9379,10607
9380,10501
9381,10536
9382,10447
9383,10444
9384,10493
9385,10538
9386,10570
9387,10527
9388,10665
9389,10519
9390,10693
9391,10669
9392,10519
9393,10502
9394,10564
9395,10628
9396,10582
9397,10575
9398,10620
9399,10569
9400,10730
9401,10430
9402,10604
9403,10574
9404,10487
9405,10543
9406,10521
9407,10476
9408,10615
9409,10570
9410,10592
9411,10645
9412,10546
9413,10675
9414,10727
9415,13681
9416,10731
9417,10571
9418,10424
9419,10516
9420,10882
9421,10572
9422,10430
9423,10630
9424,10442
9425,10466
9426,10480
9427,10454
9428,10486
9429,10509
9430,10627
9431,10522
9432,10506
9433,10555
9434,14696
9435,10529
9436,10467
9437,10611
9438,10694
9439,10671
9440,10594
9441,10673
9442,10682
9443,10589
9444,10543
9445,10558
9446,10992
9447,10710
9448,10512
9449,10744
9450,10689
9451,10607
9452,10540
9453,10730
9454,10601
9455,10565
9456,10485
9457,10536
9458,10572
9459,10556
9460,10666
9461,10633
9462,10523
9463,10533
9464,10666
9465,10615
9466,10667
9467,10629
9468,10593
9469,10534
9470,10532
9471,10582
9472,10629
9473,10607
9474,10662
9475,10631
9476,10619
9477,10580
9478,14475
9479,10598
9480,10531
9481,10543
9482,10617
9483,10659
9484,10763
9485,10584
9486,10630
9487,10626
9488,10696
9489,10688
9490,10688
9491,15049
9492,10669
9493,10817
9494,10660
9495,10671
9496,10681
9497,10661
9498,14370
9499,10666
9500,10774
9501,10669
9502,10618
9503,10636
9504,10763
9505,10691
9506,10642
9507,10646
9508,10683
9509,10663
9510,10687
9511,10624
9512,10686
9513,10730
9514,10812
9515,10625
9516,10643
9517,10650
9518,10696
9519,10629
9520,10736
9521,10590
9522,10680
9523,10768
9524,14961
9525,10805
9526,10785
9527,10543
9528,10642
9529,10817
9530,10776
9531,10675
9532,10953
9533,10753
9534,10637
9535,10869
9536,10761
9537,10795
9538,10854
9539,10828
9540,10979
9541,10937
9542,10889
9543,10750
9544,10823
9545,10843
9546,10738
9547,10782
9548,10735
9549,13786
9550,10613
9551,10989
9552,11151
9553,18643
9554,10807
9555,10799
9556,10897
9557,10771
9558,10740
9559,10693
9560,10813
9561,10888
9562,10697
9563,10708
9564,10812
9565,10746
9566,10863
9567,10801
9568,10769
9569,10808
9570,10736
9571,10744
9572,10791
9573,10666
9574,10684
9575,10813
9576,10668
9577,10741
9578,10905
9579,10811
9580,10820
9581,10706
9582,10903
9583,10748
9584,10798
9585,10682
9586,10586
9587,10730
9588,10669
9589,10712
9590,10588
9591,10931
9592,10758
9593,10745
9594,10771
9595,10759
9596,10955
9597,10789
9598,10724
9599,10716
9600,10812
9601,10914
9602,10779
9603,10767
9604,10667
9605,10793
9606,15677
9607,10843
9608,10699
9609,10708
9610,11416
9611,10742
9612,10818
9613,10677
9614,10666
9615,10711
9616,10717
9617,10698
9618,10896
9619,10728
9620,10771
9621,10786
9622,11240
9623,10755
9624,10940
9625,10779
9626,10728
9627,11001
9628,10713
9629,10707
9630,11247
9631,10708
9632,10750
9633,10773
9634,10775
9635,10832
9636,10780
9637,10763
9638,10731
9639,10829
9640,10995
9641,10734
9642,10847
9643,10825
9644,13992
9645,10983
9646,10835
9647,10915
9648,10923
9649,10799
9650,10790
9651,10844
9652,10880
9653,10760
9654,11317
9655,10759
9656,10714
9657,10854
9658,86318
9659,10814
9660,10919
9661,10871
9662,10785
9663,10820
9664,10791
9665,10844
9666,10761
9667,10815
9668,10915
9669,10827
9670,10888
9671,10774
9672,10996
9673,10932
9674,10984
9675,10947
9676,10893
9677,10801
9678,11121
9679,10987
9680,10945
9681,10984
9682,10879
9683,10705
9684,10806
9685,10735
9686,10941
9687,10937
9688,10937
9689,10938
9690,10828
9691,10781
9692,10771
9693,15177
9694,11213
9695,10750
9696,10858
9697,10844
9698,10790
9699,10856
9700,10978
9701,10983
9702,10908
9703,11016
9704,10907
9705,11034
9706,10945
9707,10829
9708,10917
9709,10859
9710,10766
9711,10964
9712,14781
9713,10811
9714,10971
9715,14479
9716,11076
9717,10940
9718,11044
9719,15997
9720,10964
9721,11074
9722,10780
9723,10845
9724,11228
9725,11097
9726,11009
9727,10987
9728,10957
9729,11040
9730,10847
9731,10871
9732,10804
9733,10822
9734,10802
9735,10903
9736,10887
9737,10865
9738,10903
9739,10919
9740,10944
9741,10852
9742,10938
9743,11013
9744,10908
9745,10846
9746,10940
9747,11161
9748,10986
9749,10929
9750,10878
9751,10834
9752,10861
9753,10974
9754,10819
9755,10980
9756,10942
9757,11057
9758,10901
9759,10967
9760,11090
9761,10909
9762,10855
9763,11056
9764,11152
9765,11320
9766,11231
9767,12610
9768,11050
9769,11038
9770,11078
9771,10989
9772,11260
9773,11094
9774,10966
9775,10852
9776,10925
9777,10993
9778,11464
9779,11038
9780,11018
9781,10811
9782,10963
9783,10947
9784,10945
9785,10888
9786,10924
9787,10914
9788,10986
9789,10929
9790,10924
9791,10934
9792,10957
9793,11070
9794,10919
9795,10925
9796,11128
9797,11002
9798,11157
9799,11124
9800,11127
9801,11058
9802,11040
9803,11109
9804,11028
9805,11131
9806,10986
9807,14415
9808,10986
9809,11259
9810,11466
9811,11227
9812,11093
9813,11176
9814,11231
9815,11024
9816,11184
9817,13978
9818,11203
9819,11028
9820,15747
9821,11269
9822,10945
9823,10996
9824,10878
9825,10992
9826,10897
9827,11079
9828,11015
9829,10925
9830,21902
9831,11040
9832,10957
9833,11216
9834,10921
9835,10936
9836,10882
9837,10975
9838,11017
9839,10966
9840,11034
9841,10945
9842,10956
9843,11223
9844,11040
9845,14827
9846,11099
9847,11154
9848,11007
9849,11023
9850,11141
9851,11521
9852,11169
9853,11014
9854,11475
9855,11123
9856,11364
9857,11233
9858,11186
9859,11125
9860,11050
9861,11118
9862,11043
9863,11056
9864,11106
9865,11062
9866,11163
9867,11219
9868,11138
9869,11088
9870,11076
9871,11240
9872,11159
9873,11090
9874,10897
9875,50252
9876,11230
9877,11152
9878,10988
9879,11056
9880,11021
9881,11042
9882,11086
9883,10971
9884,11537
9885,11167
9886,11027
9887,10984
9888,11138
9889,11182
9890,11139
9891,11068
9892,11035
9893,11018
9894,11114
9895,11002
9896,11116
9897,10970
9898,11172
9899,11151
9900,11117
9901,11233
9902,11161
9903,11239
9904,11238
9905,11101
9906,11172
9907,11115
9908,11094
9909,11325
9910,11178
9911,11184
9912,11137
9913,11089
9914,11176
9915,11170
9916,11186
9917,11066
9918,11197
9919,11038
9920,11070
9921,11161
9922,11202
9923,11013
9924,11080
9925,11042
9926,11112
9927,11041
9928,11051
9929,11162
9930,11078
9931,11131
9932,11150
9933,11075
9934,10969
9935,15470
9936,11255
9937,11140
9938,11126
9939,11441
9940,15549
9941,11167
9942,11432
9943,11433
9944,11252
9945,11497
9946,11236
9947,11279
9948,11193
9949,11096
9950,11131
9951,11132
9952,11193
9953,11091
9954,11160
9955,11035
9956,11066
9957,11085
9958,11207
9959,10987
9960,11130
9961,11321
9962,11112
9963,11110
9964,11202
9965,11055
9966,11038
9967,11255
9968,11126
9969,11109
9970,11149
9971,11121
9972,11139
9973,11152
9974,11228
9975,11213
9976,11324
9977,11360
9978,14510
9979,11337
9980,11316
9981,11329
9982,11299
9983,11285
9984,11175
9985,11239
9986,11199
9987,11301
9988,11197
9989,11361
9990,11606
9991,11255
9992,11264
9993,11189
9994,11338
9995,11259
9996,11349
9997,11309
9998,11313
9999,11267
10000,11180
10001,14744
10002,11146
10003,11239
10004,11208
10005,11246
10006,11426
10007,11215
10008,11391
10009,11371
10010,11337
10011,11417
10012,20177
10013,11307
10014,11381
10015,11247
10016,11299
10017,11152
10018,11183
10019,11310
10020,11230
10021,11171
10022,11164
10023,11089
10024,11297
10025,11175
10026,11290
10027,11217
10028,11206
10029,11274
10030,11219
10031,11370
10032,15104
10033,11348
10034,11227
10035,11213
10036,11392
10037,11200
10038,11378
10039,11363
10040,11251
10041,11448
10042,11292
10043,11323
10044,11283
10045,11360
10046,11221
10047,11656
10048,11201
10049,15527
10050,11207
10051,11377
10052,11336
10053,11329
10054,11257
10055,11363
10056,11306
10057,11361
10058,11336
10059,11495
10060,11480
10061,11530
10062,11439
10063,11469
10064,11498
10065,11370
10066,11368
10067,11642
10068,11427
10069,11433
10070,11570
10071,11356
10072,11318
10073,11489
10074,11408
10075,11419
10076,11422
10077,11322
10078,11294
10079,11365
10080,11240
10081,11855
10082,11299
10083,11395
10084,11476
10085,11465
10086,11404
10087,11301
10088,11316
10089,11524
10090,15800
10091,11288
10092,11501
10093,11573
10094,11391
10095,11378
10096,11408
10097,11510
10098,11333
10099,11393
10100,11339
10101,11394
10102,11438
10103,11452
10104,11494
10105,11420
10106,11498
10107,11292
10108,11388
10109,11342
10110,11466
10111,11480
10112,11384
10113,11473
10114,11724
10115,11511
10116,11498
10117,11492
10118,11295
10119,11647
10120,11510
10121,11526
10122,11371
10123,11536
10124,11392
10125,11698
10126,11358
10127,11427
10128,11280
10129,11243
10130,11416
10131,11423
10132,11491
10133,11403
10134,11424
10135,11325
10136,11667
10137,11451
10138,11333
10139,11637
10140,11582
10141,11520
10142,11812
10143,11554
10144,11353
10145,11443
10146,11390
10147,11209
10148,11308
10149,11421
10150,11561
10151,11487
10152,11437
10153,11412
10154,11430
10155,11255
10156,11576
10157,11525
10158,11432
10159,11497
10160,11497
10161,11448
10162,11552
10163,11822
10164,11343
10165,11704
10166,11346
10167,11572
10168,11672
10169,11468
10170,11532
10171,11421
10172,11473
10173,11396
10174,11448
10175,11603
10176,12018
10177,11384
10178,11493
10179,11469
10180,11390
10181,11418
10182,11398
10183,11720
10184,11523
10185,11687
10186,11332
10187,11583
10188,11402
10189,11395
10190,11409
10191,11338
10192,11230
10193,11311
10194,11322
10195,11326
10196,11337
10197,11436
10198,11376
10199,11490
10200,11607
10201,11528
10202,11350
10203,11406
10204,11557
10205,11424
10206,11570
10207,11300
10208,11620
10209,11469
10210,11509
10211,11456
10212,11447
10213,11439
10214,11642
10215,11520
10216,11523
10217,11407
10218,11609
10219,11391
10220,11374
10221,11552
10222,11400
10223,11417
10224,11682
10225,11484
10226,11502
10227,11336
10228,11299
10229,11403
10230,15443
10231,11512
10232,11639
10233,11488
10234,11543
10235,11694
10236,11517
10237,11588
10238,11545
10239,11472
10240,11420
10241,11670
10242,11547
10243,11395
10244,11362
10245,11559
10246,11599
10247,11620
10248,11620
10249,11428
10250,11626
10251,11674
10252,11496
10253,11939
10254,11451
10255,11547
10256,11390
10257,11516
10258,11612
10259,11302
10260,11405
10261,11564
10262,11727
10263,11719
10264,15400
10265,11587
10266,11554
10267,11626
10268,11587
10269,11639
10270,11688
10271,11589
10272,11764
10273,11557
10274,11650
10275,11536
10276,11779
10277,11767
10278,11661
10279,11596
10280,11486
10281,16791
10282,11820
10283,11852
10284,11537
10285,11600
10286,11602
10287,11555
10288,11479
10289,11461
10290,11536
10291,11907
10292,11583
10293,11816
10294,11596
10295,11998
10296,11777
10297,11751
10298,11742
10299,11572
10300,11648
10301,11713
10302,11651
10303,11707
10304,11901
10305,11729
10306,11700
10307,11694
10308,11704
10309,11738
10310,11548
10311,12063
10312,11725
10313,11794
10314,11654
10315,11627
10316,11741
10317,11565
10318,11694
10319,11727
10320,11628
10321,11763
10322,11570
10323,11778
10324,11693
10325,11801
10326,11592
10327,11874
10328,11654
10329,11925
10330,11719
10331,11738
10332,11595
10333,11650
10334,11637
10335,11666
10336,11820
10337,11709
10338,11616
10339,11541
10340,11719
10341,11730
10342,11548
10343,11659
10344,11542
10345,11787
10346,11696
10347,11610
10348,11656
10349,11727
10350,11673
10351,11770
10352,11675
10353,11619
10354,11660
10355,11580
10356,11567
10357,11690
10358,11575
10359,11651
10360,11527
10361,11573
10362,11554
10363,11619
10364,11673
10365,11675
10366,11749
10367,11740
10368,11644
10369,11715
10370,11950
10371,11724
10372,11740
10373,11874
10374,11682
10375,11884
10376,11900
10377,11704
10378,11793
10379,11822
10380,11568
10381,11876
10382,11836
10383,11757
10384,11785
10385,12039
10386,11790
10387,11778
10388,11866
10389,11676
10390,11813
10391,11639
10392,11582
10393,11887
10394,11520
10395,11735
10396,11566
10397,11571
10398,11754
10399,11750
10400,11554
10401,11544
10402,11659
10403,11610
10404,11565
10405,11554
10406,11674
10407,11613
10408,11767
10409,11668
10410,11686
10411,11620
10412,11658
10413,11864
10414,12368
10415,11777
10416,11708
10417,11768
10418,11654
10419,11774
10420,11967
10421,11751
10422,11840
10423,11837
10424,11905
10425,11691
10426,11665
10427,11925
10428,12084
10429,11824
10430,11609
10431,12160
10432,11791
10433,11963
10434,11863
10435,11672
10436,11758
10437,11709
10438,11777
10439,11728
10440,11952
10441,11913
10442,11627
10443,11599
10444,11790
10445,11672
10446,11761
10447,11753
10448,11726
10449,11644
10450,11735
10451,12068
10452,11821
10453,11688
10454,11778
10455,11782
10456,11765
10457,11842
10458,11699
10459,11785
10460,11813
10461,11744
10462,11961
10463,11878
10464,11908
10465,11914
10466,11744
10467,11630
10468,11660
10469,11794
10470,11812
10471,16147
10472,11712
10473,11905
10474,11848
10475,11886
10476,11809
10477,11816
10478,11684
10479,11730
10480,15676
10481,11793
10482,12016
10483,11900
10484,11802
10485,11783
10486,11811
10487,11967
10488,11904
10489,11957
10490,11939
10491,12039
10492,11901
10493,11784
10494,11684
10495,11790
10496,11887
10497,11926
10498,11773
10499,11941
10500,11806
10501,11933
10502,11993
10503,11895
10504,11687
10505,11817
10506,11830
10507,11930
10508,11756
10509,11678
10510,11724
10511,11707
10512,11696
10513,11698
10514,11717
10515,11641
10516,11917
10517,11799
10518,11799
10519,11824
10520,11843
10521,11657
10522,11895
10523,11829
10524,11683
10525,11832
10526,11720
10527,11708
10528,11706
10529,11724
10530,11983
10531,11734
10532,16647
10533,12067
10534,12000
10535,12114
10536,11809
10537,12176
10538,11983
10539,12087
10540,12155
10541,11843
10542,11913
10543,11954
10544,12218
10545,11843
10546,11830
10547,11974
10548,11898
10549,11818
10550,12029
10551,11800
10552,11889
10553,11802
10554,11981
10555,11845
10556,11952
10557,11911
10558,11933
10559,12110
10560,12126
10561,11987
10562,12156
10563,11881
10564,11986
10565,12073
10566,12089
10567,12142
10568,11985
10569,11972
10570,12050
10571,12042
10572,12008
10573,11981
10574,12033
10575,11803
10576,11788
10577,11847
10578,11891
10579,11849
10580,11770
10581,11705
10582,11928
10583,11910
10584,11900
10585,11865
10586,12040
10587,12111
10588,11998
10589,11869
10590,11973
10591,11760
10592,11802
10593,11914
10594,12060
10595,11997
10596,12003
10597,11742
10598,11959
10599,12087
10600,11913
10601,12041
10602,12209
10603,12001
10604,12032
10605,12204
10606,12290
10607,12081
10608,11895
10609,12029
10610,11941
10611,12188
10612,12001
10613,11985
10614,11834
10615,11874
10616,11970
10617,11966
10618,11785
10619,11931
10620,11868
10621,11864
10622,11878
10623,12012
10624,11927
10625,11921
10626,12318
10627,26553
10628,11851
10629,11782
10630,11896
10631,11761
10632,11881
10633,12001
10634,11984
10635,11841
10636,11941
10637,11815
